RocksDB:    version 7.3
Date:       Tue Feb 28 20:27:15 2023
CPU:        34 * Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz
CPUCache:   16384 KB
... finished 100 ops                              
... finished 200 ops                              
... finished 300 ops                              
... finished 400 ops                              
... finished 600000 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 200 ops                              
... finished 300 ops                              
... finished 200 ops                              
long op: 1148680 micros                              
long op: 1161645 micros                              
long op: 1519663 micros                              
long op: 1020646 micros                              
long op: 1022111 micros                              
long op: 1436970 micros                              
long op: 1015963 micros                              
long op: 1074055 micros                              
long op: 1653627 micros                              
long op: 1251637 micros                              
long op: 1957639 micros                              
long op: 1985277 micros                              
long op: 1248897 micros                              
long op: 1282170 micros                              
long op: 1413983 micros                              
long op: 1230215 micros                              
... finished 300 ops                              
long op: 1054441 micros                              
long op: 1097701 micros                              
long op: 1036724 micros                              
long op: 1021541 micros                              
long op: 1063416 micros                              
long op: 1042279 micros                              
long op: 1150410 micros                              
... finished 300 ops                              
long op: 1048916 micros                              
long op: 1072413 micros                              
long op: 1027064 micros                              
long op: 1432808 micros                              
long op: 1010406 micros                              
long op: 1743629 micros                              
long op: 2212762 micros                              
long op: 1784501 micros                              
long op: 1761708 micros                              
long op: 1848990 micros                              
long op: 1295147 micros                              
long op: 1743190 micros                              
long op: 1314087 micros                              
long op: 1333168 micros                              
long op: 1351206 micros                              
long op: 1378892 micros                              
long op: 1883444 micros                              
long op: 1813813 micros                              
... finished 300 ops                              
long op: 1438503 micros                              
long op: 1850084 micros                              
... finished 300 ops                              
long op: 1407897 micros                              
long op: 1441037 micros                              
long op: 1450084 micros                              
long op: 1902418 micros                              
long op: 1475061 micros                              
long op: 2912535 micros                              
long op: 1876299 micros                              
long op: 1476755 micros                              
... finished 300 ops                              
long op: 1543826 micros                              
long op: 1578447 micros                              
long op: 1612251 micros                              
long op: 1706301 micros                              
long op: 1727719 micros                              
long op: 1790354 micros                              
long op: 1201700 micros                              
... finished 300 ops                              
long op: 1410253 micros                              
long op: 1204903 micros                              
long op: 1420528 micros                              
long op: 1432022 micros                              
long op: 1448040 micros                              
... finished 300 ops                              
... finished 300 ops                              
... finished 300 ops                              
long op: 1178760 micros                              
... finished 300 ops                              
long op: 1991431 micros                              
long op: 1089722 micros                              
long op: 1323348 micros                              
long op: 1002877 micros                              
long op: 1014831 micros                              
long op: 2041062 micros                              
... finished 300 ops                              
... finished 300 ops                              
long op: 1038106 micros                              
long op: 1356269 micros                              
long op: 1401977 micros                              
... finished 300 ops                              
... finished 300 ops                              
long op: 1115999 micros                              
... finished 300 ops                              
... finished 300 ops                              
long op: 1675457 micros                              
long op: 1001151 micros                              
long op: 1048359 micros                              
long op: 1036497 micros                              
long op: 1055648 micros                              
long op: 1845618 micros                              
long op: 1825745 micros                              
long op: 1038371 micros                              
long op: 1036442 micros                              
long op: 1057318 micros                              
long op: 1053824 micros                              
long op: 1038092 micros                              
long op: 1038043 micros                              
long op: 1049130 micros                              
long op: 1075471 micros                              
long op: 1916780 micros                              
long op: 1087446 micros                              
long op: 1150172 micros                              
long op: 1925694 micros                              
long op: 1921214 micros                              
long op: 1150239 micros                              
long op: 1313571 micros                              
long op: 1203193 micros                              
long op: 1209882 micros                              
long op: 2069862 micros                              
long op: 1245182 micros                              
... finished 300 ops                              
long op: 1330829 micros                              
... finished 300 ops                              
long op: 2022372 micros                              
long op: 1248886 micros                              
long op: 1190552 micros                              
long op: 1464547 micros                              
long op: 2705146 micros                              
long op: 1719301 micros                              
long op: 1557967 micros                              
long op: 1556334 micros                              
long op: 1601632 micros                              
long op: 1707001 micros                              
long op: 1700153 micros                              
long op: 1611555 micros                              
long op: 1606099 micros                              
long op: 1640922 micros                              
long op: 1654640 micros                              
long op: 1597762 micros                              
long op: 1585481 micros                              
long op: 1690844 micros                              
long op: 1653065 micros                              
long op: 1599410 micros                              
long op: 1615298 micros                              
long op: 1742166 micros                              
long op: 1661136 micros                              
long op: 1759197 micros                              
long op: 1776389 micros                              
long op: 1848732 micros                              
long op: 1669047 micros                              
long op: 1731844 micros                              
long op: 1716612 micros                              
long op: 1681725 micros                              
... finished 300 ops                              
long op: 1817555 micros                              
long op: 1815669 micros                              
long op: 1836120 micros                              
... finished 300 ops                              
long op: 2294274 micros                              
... finished 300 ops                              
long op: 1016807 micros                              
long op: 1081934 micros                              
long op: 1415557 micros                              
long op: 2399651 micros                              
long op: 1658708 micros                              
long op: 2405693 micros                              
long op: 1664227 micros                              
long op: 1793875 micros                              
long op: 2002239 micros                              
long op: 1951488 micros                              
long op: 1967155 micros                              
long op: 2008725 micros                              
long op: 2076550 micros                              
long op: 2006479 micros                              
long op: 2799361 micros                              
long op: 2061572 micros                              
long op: 2063656 micros                              
long op: 2009822 micros                              
long op: 2169284 micros                              
long op: 2056663 micros                              
long op: 2997955 micros                              
long op: 2082082 micros                              
long op: 2830666 micros                              
long op: 2093416 micros                              
long op: 2058723 micros                              
long op: 2096544 micros                              
long op: 2170807 micros                              
long op: 2159254 micros                              
long op: 2239958 micros                              
long op: 1111119 micros                              
long op: 2230498 micros                              
long op: 2189119 micros                              
... finished 300 ops                              
long op: 1206529 micros                              
long op: 2284305 micros                              
long op: 2292423 micros                              
long op: 1101209 micros                              
long op: 1199566 micros                              
long op: 1172509 micros                              
long op: 1274623 micros                              
long op: 1264881 micros                              
long op: 1222676 micros                              
long op: 1304946 micros                              
long op: 1290429 micros                              
long op: 1365721 micros                              
long op: 1410240 micros                              
long op: 1315294 micros                              
long op: 1253773 micros                              
long op: 1357637 micros                              
... finished 300 ops                              
long op: 1350305 micros                              
long op: 1380377 micros                              
long op: 1383557 micros                              
long op: 1335037 micros                              
long op: 1314454 micros                              
long op: 1413062 micros                              
... finished 300 ops                              
long op: 1870698 micros                              
long op: 1859883 micros                              
long op: 1927210 micros                              
... finished 300 ops                              
long op: 1901314 micros                              
long op: 2185904 micros                              
long op: 2414453 micros                              
long op: 2619284 micros                              
long op: 1085079 micros                              
long op: 1137236 micros                              
long op: 1599885 micros                              
long op: 1233520 micros                              
long op: 1229862 micros                              
long op: 1250837 micros                              
long op: 1247577 micros                              
long op: 1264339 micros                              
long op: 1229925 micros                              
long op: 3152526 micros                              
long op: 1309986 micros                              
long op: 1296546 micros                              
long op: 1268618 micros                              
long op: 3148683 micros                              
long op: 1063620 micros                              
long op: 1263862 micros                              
long op: 1335065 micros                              
long op: 1277329 micros                              
long op: 1322414 micros                              
... finished 300 ops                              
long op: 1845189 micros                              
long op: 1341738 micros                              
long op: 1787824 micros                              
long op: 3270228 micros                              
long op: 1748583 micros                              
long op: 1862151 micros                              
long op: 2177734 micros                              
long op: 1826039 micros                              
long op: 1059785 micros                              
long op: 1052564 micros                              
long op: 1047603 micros                              
long op: 1035380 micros                              
long op: 1211271 micros                              
long op: 1124545 micros                              
long op: 1370769 micros                              
long op: 1159228 micros                              
long op: 1083571 micros                              
long op: 1067433 micros                              
long op: 1110273 micros                              
long op: 1078607 micros                              
long op: 1182549 micros                              
long op: 1187810 micros                              
long op: 1131124 micros                              
long op: 1225777 micros                              
long op: 1205060 micros                              
long op: 1462470 micros                              
long op: 1276449 micros                              
long op: 1189266 micros                              
long op: 1236269 micros                              
long op: 1225529 micros                              
long op: 2112427 micros                              
... finished 300 ops                              
long op: 1314682 micros                              
long op: 1019862 micros                              
long op: 1024894 micros                              
long op: 1023695 micros                              
long op: 1891050 micros                              
long op: 1167125 micros                              
long op: 1360143 micros                              
long op: 1211408 micros                              
long op: 1319065 micros                              
long op: 1337528 micros                              
long op: 1268532 micros                              
long op: 1365160 micros                              
long op: 1557636 micros                              
long op: 1396310 micros                              
long op: 1356016 micros                              
long op: 1313580 micros                              
long op: 1334777 micros                              
long op: 1336452 micros                              
long op: 1335983 micros                              
long op: 1969963 micros                              
long op: 1876786 micros                              
long op: 1831414 micros                              
long op: 1116113 micros                              
long op: 1005889 micros                              
long op: 1864678 micros                              
long op: 1022394 micros                              
... finished 300 ops                              
long op: 1842323 micros                              
long op: 2991728 micros                              
long op: 1300948 micros                              
long op: 2519771 micros                              
long op: 2496166 micros                              
long op: 2571003 micros                              
long op: 2601128 micros                              
long op: 2654707 micros                              
long op: 3573871 micros                              
long op: 1386769 micros                              
long op: 1343694 micros                              
long op: 1104645 micros                              
long op: 1148613 micros                              
long op: 1268032 micros                              
long op: 1105658 micros                              
long op: 1015574 micros                              
long op: 1176660 micros                              
long op: 1025867 micros                              
long op: 1042493 micros                              
long op: 1174035 micros                              
long op: 1113537 micros                              
long op: 1138715 micros                              
long op: 1205727 micros                              
long op: 1289821 micros                              
long op: 1206959 micros                              
long op: 1214550 micros                              
long op: 2081858 micros                              
... finished 400 ops                              
long op: 1199113 micros                              
long op: 1211339 micros                              
long op: 1196077 micros                              
long op: 1172614 micros                              
long op: 1173896 micros                              
long op: 1209236 micros                              
... finished 400 ops                              
long op: 1502894 micros                              
... finished 400 ops                              
... finished 300 ops                              
long op: 4042237 micros                              
long op: 1302510 micros                              
long op: 1002406 micros                              
long op: 1435193 micros                              
... finished 700000 ops                              
long op: 1532323 micros                              
long op: 1180335 micros                              
long op: 1482451 micros                              
long op: 1593552 micros                              
long op: 1897166 micros                              
long op: 1902357 micros                              
long op: 1962183 micros                              
long op: 2067192 micros                              
long op: 1994853 micros                              
long op: 1981295 micros                              
long op: 2100899 micros                              
long op: 2192506 micros                              
long op: 2090032 micros                              
long op: 2046885 micros                              
long op: 2071826 micros                              
long op: 1998772 micros                              
long op: 1172986 micros                              
long op: 2047354 micros                              
long op: 2007148 micros                              
long op: 1989993 micros                              
long op: 1957020 micros                              
long op: 2138144 micros                              
long op: 2174543 micros                              
long op: 2082004 micros                              
... finished 400 ops                              
long op: 2158706 micros                              
... finished 400 ops                              
long op: 2032078 micros                              
long op: 2039389 micros                              
long op: 2129573 micros                              
long op: 1325876 micros                              
long op: 2185688 micros                              
long op: 2301338 micros                              
long op: 2112005 micros                              
long op: 2194768 micros                              
long op: 2247238 micros                              
... finished 300 ops                              
... finished 300 ops                              
long op: 1090880 micros                              
long op: 1040967 micros                              
long op: 1061250 micros                              
long op: 1009626 micros                              
long op: 1123000 micros                              
long op: 1173420 micros                              
long op: 1034067 micros                              
long op: 1090014 micros                              
long op: 1039882 micros                              
long op: 1098409 micros                              
long op: 1042055 micros                              
long op: 1204570 micros                              
long op: 1167329 micros                              
long op: 1061719 micros                              
long op: 1108810 micros                              
long op: 1242502 micros                              
long op: 1170927 micros                              
long op: 1221392 micros                              
long op: 1157482 micros                              
long op: 1132143 micros                              
long op: 1114772 micros                              
long op: 1214587 micros                              
long op: 1248371 micros                              
long op: 1481878 micros                              
long op: 1312849 micros                              
... finished 400 ops                              
long op: 1553133 micros                              
long op: 1799959 micros                              
long op: 1756215 micros                              
long op: 1897838 micros                              
long op: 1187227 micros                              
long op: 1451159 micros                              
long op: 1462709 micros                              
long op: 1497475 micros                              
... finished 400 ops                              
long op: 1554590 micros                              
long op: 1585643 micros                              
long op: 1568065 micros                              
long op: 1626001 micros                              
long op: 1592835 micros                              
long op: 1047321 micros                              
long op: 2812722 micros                              
long op: 2792345 micros                              
long op: 1139816 micros                              
long op: 1410868 micros                              
long op: 3027688 micros                              
long op: 1247365 micros                              
long op: 1689255 micros                              
long op: 1672835 micros                              
long op: 1438446 micros                              
long op: 1098642 micros                              
... finished 400 ops                              
long op: 2256413 micros                              
long op: 2259362 micros                              
long op: 2212425 micros                              
long op: 2235127 micros                              
long op: 2288988 micros                              
long op: 2304743 micros                              
long op: 2341494 micros                              
long op: 2316260 micros                              
long op: 2614556 micros                              
long op: 2344862 micros                              
... finished 400 ops                              
long op: 1049455 micros                              
long op: 1177317 micros                              
long op: 1572360 micros                              
long op: 1722639 micros                              
long op: 1465418 micros                              
long op: 1767072 micros                              
long op: 1586112 micros                              
long op: 1845522 micros                              
long op: 1903768 micros                              
long op: 1893759 micros                              
long op: 2456545 micros                              
long op: 1597389 micros                              
long op: 1573129 micros                              
long op: 4209042 micros                              
long op: 1593223 micros                              
long op: 1573006 micros                              
long op: 1564005 micros                              
long op: 1597871 micros                              
long op: 1576489 micros                              
long op: 1598159 micros                              
long op: 1578681 micros                              
long op: 1611312 micros                              
long op: 1677961 micros                              
long op: 1628940 micros                              
... finished 400 ops                              
long op: 1993237 micros                              
long op: 1663505 micros                              
long op: 1975953 micros                              
long op: 1953610 micros                              
long op: 1595097 micros                              
long op: 1736033 micros                              
long op: 2105622 micros                              
long op: 1181045 micros                              
long op: 1161712 micros                              
long op: 1184764 micros                              
long op: 1312115 micros                              
long op: 1084596 micros                              
long op: 3261984 micros                              
long op: 1354528 micros                              
long op: 1295773 micros                              
long op: 2956739 micros                              
long op: 1305214 micros                              
long op: 1317030 micros                              
... finished 400 ops                              
long op: 1269173 micros                              
long op: 1250838 micros                              
long op: 1501603 micros                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
... finished 400 ops                              
long op: 1081922 micros                              
long op: 1154267 micros                              
long op: 1235157 micros                              
long op: 1323481 micros                              
long op: 1359965 micros                              
long op: 1424852 micros                              
long op: 1625010 micros                              
long op: 1485076 micros                              
long op: 1529528 micros                              
long op: 1552343 micros                              
long op: 1554952 micros                              
long op: 1803663 micros                              
long op: 1729229 micros                              
long op: 1726595 micros                              
long op: 1975601 micros                              
long op: 1997568 micros                              
long op: 1773968 micros                              
long op: 1071689 micros                              
long op: 2021013 micros                              
long op: 1780607 micros                              
long op: 1755876 micros                              
long op: 2085894 micros                              
long op: 1777933 micros                              
long op: 1816568 micros                              
long op: 1838311 micros                              
long op: 1836251 micros                              
long op: 1882805 micros                              
long op: 2173523 micros                              
long op: 1904454 micros                              
long op: 2194648 micros                              
long op: 1946179 micros                              
long op: 1000490 micros                              
... finished 400 ops                              
long op: 1064586 micros                              
long op: 1074797 micros                              
... finished 400 ops                              
long op: 1139685 micros                              
long op: 1068598 micros                              
long op: 1205606 micros                              
long op: 1370006 micros                              
long op: 1361744 micros                              
long op: 1329317 micros                              
long op: 1464739 micros                              
long op: 1476114 micros                              
long op: 1620139 micros                              
long op: 1578413 micros                              
long op: 1604642 micros                              
long op: 1693274 micros                              
long op: 1702017 micros                              
long op: 1746008 micros                              
long op: 1875085 micros                              
long op: 1827242 micros                              
long op: 1692231 micros                              
... finished 400 ops                              
... finished 400 ops                              
long op: 1822481 micros                              
long op: 1282539 micros                              
long op: 1227742 micros                              
... finished 500 ops                              
... finished 400 ops                              
long op: 1072755 micros                              
long op: 1075697 micros                              
long op: 1108896 micros                              
... finished 500 ops                              
... finished 500 ops                              
long op: 1933805 micros                              
... finished 400 ops                              
long op: 1616359 micros                              
long op: 1000563 micros                              
long op: 1053301 micros                              
long op: 1169174 micros                              
long op: 1184061 micros                              
... finished 500 ops                              
... finished 500 ops                              
long op: 1013972 micros                              
long op: 1020413 micros                              
long op: 1135392 micros                              
... finished 500 ops                              
long op: 1154431 micros                              
long op: 1125033 micros                              
long op: 1229873 micros                              
long op: 1027138 micros                              
long op: 1028211 micros                              
long op: 1021678 micros                              
long op: 1140673 micros                              
long op: 1123828 micros                              
long op: 1297645 micros                              
long op: 1041083 micros                              
long op: 1182414 micros                              
long op: 1080312 micros                              
long op: 1016088 micros                              
... finished 400 ops                              
long op: 1231309 micros                              
long op: 1151838 micros                              
... finished 500 ops                              
long op: 1288991 micros                              
long op: 1408453 micros                              
long op: 1349369 micros                              
long op: 1624903 micros                              
long op: 1479700 micros                              
long op: 1680300 micros                              
long op: 1712154 micros                              
long op: 1785862 micros                              
long op: 1850942 micros                              
long op: 1966660 micros                              
long op: 1809807 micros                              
... finished 500 ops                              
long op: 1354667 micros                              
long op: 1450801 micros                              
long op: 1064140 micros                              
long op: 1007174 micros                              
long op: 1670877 micros                              
long op: 1111058 micros                              
long op: 1035678 micros                              
long op: 1020603 micros                              
long op: 1036120 micros                              
long op: 1135776 micros                              
long op: 1127011 micros                              
long op: 1049946 micros                              
long op: 1135463 micros                              
long op: 1021284 micros                              
long op: 1132457 micros                              
long op: 1124756 micros                              
long op: 1008473 micros                              
long op: 1130337 micros                              
long op: 1157992 micros                              
long op: 2234220 micros                              
long op: 1129336 micros                              
long op: 1083911 micros                              
long op: 1035859 micros                              
long op: 1109053 micros                              
long op: 1052253 micros                              
long op: 1077517 micros                              
... finished 500 ops                              
long op: 1183819 micros                              
long op: 1177006 micros                              
long op: 1181828 micros                              
long op: 1142502 micros                              
long op: 1268621 micros                              
long op: 1227531 micros                              
long op: 1263243 micros                              
long op: 1472909 micros                              
long op: 1403525 micros                              
long op: 1619738 micros                              
long op: 2516883 micros                              
long op: 1486292 micros                              
long op: 1594803 micros                              
long op: 1707731 micros                              
long op: 2045511 micros                              
... finished 500 ops                              
long op: 1167794 micros                              
long op: 1256197 micros                              
long op: 1620425 micros                              
long op: 1568903 micros                              
long op: 1703709 micros                              
long op: 1292228 micros                              
long op: 1296936 micros                              
long op: 1640045 micros                              
... finished 500 ops                              
long op: 1621721 micros                              
long op: 1569982 micros                              
long op: 1558149 micros                              
... finished 500 ops                              
long op: 1328093 micros                              
long op: 1363579 micros                              
... finished 500 ops                              
... finished 500 ops                              
... finished 500 ops                              
... finished 500 ops                              
... finished 500 ops                              
... finished 500 ops                              
long op: 1147949 micros                              
long op: 1122410 micros                              
long op: 1388231 micros                              
long op: 1122976 micros                              
long op: 1124801 micros                              
long op: 1231080 micros                              
long op: 1285814 micros                              
long op: 1206227 micros                              
long op: 1660150 micros                              
long op: 1292865 micros                              
long op: 1283135 micros                              
long op: 1303242 micros                              
long op: 1671828 micros                              
long op: 1342264 micros                              
long op: 1535002 micros                              
long op: 1536174 micros                              
long op: 1336324 micros                              
... finished 500 ops                              
long op: 1854214 micros                              
long op: 1730607 micros                              
long op: 1551422 micros                              
long op: 1735179 micros                              
long op: 1767134 micros                              
long op: 1755650 micros                              
long op: 1752219 micros                              
long op: 1955678 micros                              
... finished 500 ops                              
long op: 2015097 micros                              
long op: 2155935 micros                              
long op: 2191958 micros                              
long op: 2250422 micros                              
long op: 2262498 micros                              
long op: 2334584 micros                              
long op: 2313899 micros                              
long op: 4088910 micros                              
long op: 2321029 micros                              
long op: 2582174 micros                              
long op: 2349036 micros                              
... finished 800000 ops                              
long op: 2371170 micros                              
long op: 2430955 micros                              
long op: 2441712 micros                              
long op: 3772786 micros                              
long op: 2469484 micros                              
... finished 600 ops                              
long op: 2450942 micros                              
long op: 2457926 micros                              
long op: 1013573 micros                              
long op: 1065871 micros                              
... finished 500 ops                              
... finished 500 ops                              
long op: 1299978 micros                              
long op: 1541555 micros                              
long op: 1206022 micros                              
long op: 1212863 micros                              
... finished 500 ops                              
long op: 2233865 micros                              
long op: 1230957 micros                              
... finished 500 ops                              
long op: 2340119 micros                              
